fecha,capital
2016-04-11,9469.35289878837
2016-04-12,9486.514661582516
2016-04-13,9582.1898470262
2016-04-14,9609.348992941006
2016-04-15,9589.872520756526
2016-04-18,9617.952771717746
2016-04-19,9727.705259075656
2016-04-20,9781.067861027304
2016-04-21,9718.159000067988
2016-04-22,9739.54307379056
2016-04-25,9733.163993099366
2016-04-26,9738.964920049259
2016-04-27,9775.392149406578
2016-04-28,9749.00157614099
2016-04-29,9629.418773065587
2016-05-02,9699.91885728094
2016-05-03,9573.20271402899
2016-05-04,9490.649557732624
2016-05-05,9528.297516023307
2016-05-06,9470.051025312057
2016-05-09,9566.50431543929
2016-05-10,9605.482756689156
2016-05-11,9480.717263569719
2016-05-12,9447.051876535415
2016-05-13,9524.269454802652
2016-05-16,9512.368999125922
2016-05-17,9497.008282012845
2016-05-18,9553.119446723367
2016-05-19,9483.359423482118
2016-05-20,9647.572127551637
2016-05-23,9661.682537198718
2016-05-24,9827.316592303287
2016-05-25,9844.448667102604
2016-05-26,9913.141741622543
2016-05-27,10007.291894333583
2016-05-30,10036.362850139552
2016-05-31,10048.467636736063
2016-06-01,9985.306142336336
2016-06-02,10004.970685674596
2016-06-03,9915.361277796572
2016-06-06,9930.020878988933
2016-06-07,10006.060061400949
2016-06-08,9979.946298651184
2016-06-09,9912.682965220582
2016-06-10,9682.242764149738
2016-06-13,9531.998079209077
2016-06-14,9381.915468914473
2016-06-15,9494.762214793333
2016-06-16,9394.747881208417
2016-06-17,9451.988537082594
2016-06-20,9737.118933637588
2016-06-21,9749.455427427243
2016-06-22,9803.822447704757
2016-06-23,9905.395958479177
2016-06-24,9253.477392935241
2016-06-27,9095.796993635735
2016-06-28,9353.12165852054
2016-06-29,9684.97339486648
2016-06-30,9774.748476402254
2016-07-01,9870.097487932164
2015-10-07,9868.976477094877
2015-10-08,9938.585609818967
2015-10-09,9920.422590314227
2015-10-12,9870.103208197314
2015-10-13,9833.366969042674
2015-10-14,9833.09915062664
2015-10-15,9897.785827026171
2015-10-16,9948.668975205186
2015-10-19,9949.669787551717
2015-10-20,9932.05454796453
2015-10-21,10013.429781185832
2015-10-22,10034.507065414953
2015-10-23,10088.336529749835
2015-10-26,10133.080018409019
2015-10-27,10038.33840445237
2015-10-28,10098.735962887988
2015-10-29,10142.84654533655
2015-10-30,10156.367266295596
2015-11-02,10194.633734465639
2015-11-03,10189.84251437644
2015-11-04,10138.355259073554
2015-11-05,10184.927021095375
2015-11-06,10167.698842618958
2015-11-09,10069.47278359195
2015-11-10,10096.081422516532
2015-11-11,10082.347221291819
2015-11-12,9974.035182631193
2015-11-13,9954.876784992945
2015-11-16,10006.623945715804
2015-11-17,10195.25066720496
2015-11-18,10184.470048023672
2015-11-19,10261.58109069222
2015-11-20,10245.89627309547
2015-11-23,10291.221424769219
2015-11-24,10172.104159251454
2015-11-25,10262.523028316533
2015-11-26,10349.762061736612
2015-11-27,10366.121668893302
2015-11-30,10465.149364851446
2015-12-01,10458.020455024487
2015-12-02,10444.865255227414
2015-12-03,10296.41847340882
2015-12-04,10288.338565424176
2015-12-07,10339.821462129305
2015-12-08,10179.953062613256
2015-12-09,10238.156822957126
2015-12-10,10197.424515863962
2015-12-11,10052.191348127026
2015-12-14,9955.940566910242
2015-12-15,10172.627983181275
2015-12-16,10168.78856955407
2015-12-17,10305.678339112108
2015-12-18,10163.576399395037
2015-12-21,9851.506692816456
2015-12-22,9869.780246435637
2015-12-23,10102.240499797146
2015-12-24,10153.417692707806
2015-12-28,10088.413012656609
2015-12-29,10231.03102142707
2015-12-30,10223.274131971168
2015-12-31,10161.586720197785
2016-01-04,9962.549782169073
2016-01-05,10006.961704392515
2016-01-06,9919.502584325928
2016-01-07,9797.284267374891
2016-01-08,9725.55959107659
2016-01-11,9717.346821770385
2016-01-12,9757.536221832532
2016-01-13,9741.581482203452
2016-01-14,9564.94602647599
2016-01-15,9359.223911257433
2016-01-18,9302.966903076926
2016-01-19,9494.097828199414
2016-01-20,9261.734780981724
2016-01-21,9425.484810770966
2016-01-22,9667.519413268275
2016-01-25,9612.616044856071
2016-01-26,9693.44838607034
2016-01-27,9768.005701418722
2016-01-28,9693.427269554217
2016-01-29,9847.961740989256
2016-02-01,9908.474567769797
2016-02-02,9764.12866453558
2016-02-03,9545.874918140615
2016-02-04,9562.156748140942
2016-02-05,9462.73103123173
2016-02-08,9131.833201344332
2016-02-09,8951.050043756424
2016-02-10,9134.791396591158
2016-02-11,8830.263146948007
2016-02-12,8906.198591086279
2016-02-15,9145.232073230547
2016-02-16,9105.728642118194
2016-02-17,9255.963063050456
2016-02-18,9311.378485494799
2016-02-19,9302.605544102798
2016-02-22,9474.038773686738
2016-02-23,9389.230058501334
2016-02-24,9204.728283584507
2016-02-25,9394.224119568971
2016-02-26,9525.350404794697
2016-02-29,9558.56122856854
2016-03-01,9685.95980830206
2016-03-02,9690.460174902624
2016-03-03,9681.103407577797
2016-03-04,9693.49168466321
2016-03-07,9630.724488647571
2016-03-08,9584.379006463156
2016-03-09,9689.358523219953
2016-03-10,9653.911709470338
2016-03-11,9857.483438086068
2016-03-14,9931.725919967059
2016-03-15,9870.896348457269
2016-03-16,9859.634492405203
2016-03-17,9865.877806368275
2016-03-18,9964.608326073288
2016-03-21,9998.239429308902
2016-03-22,10000.572638700187
2016-03-23,9997.13021643864
2016-03-24,9929.425100080209
2016-03-29,9963.159194789283
2016-03-30,10016.05808601659
2016-03-31,9908.741318797966
2016-04-01,9876.510199779725
2016-04-04,9861.119776892618
2016-04-05,9768.39924504505
2016-04-06,9832.737070957393
2016-04-07,9728.604543010331
2016-04-08,9889.4911908368
2016-04-11,9942.372682093775
2016-04-12,9980.933772895032
2016-04-13,10130.851611453178
2016-04-14,10117.927202249004
2016-04-15,10079.6248848391
2016-04-18,10105.156750258919
2016-04-19,10184.497885154087
2016-04-20,10276.315017089823
2016-04-21,10246.817078395628
2016-04-22,10284.717015032136
2016-04-25,10282.920232994491
2016-04-26,10356.545622072947
2016-04-27,10375.993401023017
2016-04-28,10414.964573140702
2016-04-29,10302.813618900815
2016-05-02,10340.281880362203
2016-05-03,10182.630298453843
2016-05-04,10103.119295312741
2016-05-05,10172.300841497476
2016-05-06,10139.348143519492
2016-05-09,10183.1188750616
2016-05-10,10234.661920804605
2016-05-11,10078.767523332892
2016-05-12,10043.991742975713
2016-05-13,10097.995670945227
2016-05-16,10107.410038153892
2016-05-17,10105.574532125367
2016-05-18,10167.99475657392
2016-05-19,10107.302843476391
2016-05-20,10221.412805040854
2016-05-23,10218.168112309924
2016-05-24,10348.35509944487
2016-05-25,10345.153911268628
2016-05-26,10415.31829168782
2016-05-27,10458.71423090222
2016-05-30,10475.899657161091
2016-05-31,10466.48335585036
2016-06-01,10358.66379518139
2016-06-02,10366.465245934449
2016-06-03,10295.055220079934
2016-06-06,10296.434982141618
2016-06-07,10411.339493256197
2016-06-08,10352.780231061117
2016-06-09,10307.445127090074
2016-06-10,10049.859420937582
2016-06-13,9872.483755897916
2016-06-14,9729.706509645042
2016-06-15,9786.460230534194
2016-06-16,9712.270408596516
2016-06-17,9860.839460287554
2016-06-20,10147.806157943758
2016-06-21,10113.777357559813
2016-06-22,10124.595534204447
2016-06-23,10227.28849891177
2016-06-24,9436.243666735674
2016-06-27,9352.371570698435
2016-06-28,9631.487366729594
2016-06-29,9954.428907589392
2016-06-30,10029.605986659475
2016-07-01,10128.614693891086
2016-07-04,10131.027204913342
2016-07-05,9990.604177367937
2016-07-06,9891.782228098802
2016-07-07,10007.64736408796
2016-07-08,10163.106546599158
2016-07-11,10291.52124499567
2016-07-12,10342.624822436303
2016-07-13,10361.77495297109
2016-07-14,10401.873757959222
2016-07-15,10382.254424845029
2016-07-18,10413.125869212172
2016-07-19,10447.649139747695
2016-07-20,10563.667069475867
2016-07-21,10529.406208895809
2016-07-22,10532.667360459767
2016-07-25,10561.429575552937
2016-07-26,10574.689613984627
2016-07-27,10616.226256880953
2016-07-28,10557.486248865367
2016-07-29,10724.276578158268
2016-08-01,10688.027512719504
2016-08-02,10517.054962596318
2016-08-03,10450.361210769965
2016-08-04,10550.484793642425
2016-08-05,10657.77984419861
2016-08-08,10629.939954491727
2016-08-09,10735.864256561144
2016-08-10,10687.380192197714
2016-08-11,10782.407144487543
2016-08-12,10779.664572980306
2016-08-15,10768.372284023902
2016-08-16,10630.575034859728
2016-08-17,10509.446597514598
2016-08-18,10570.268047170255
2016-08-19,10502.173490357805
2016-08-22,10500.20388470521
2016-08-23,10573.221325592736
2016-08-24,10611.109071591045
2016-08-25,10562.519128446429
2016-08-26,10623.703828067839
2016-08-29,10598.5625018475
2016-08-30,10620.74460750091
2016-08-31,10620.074454939177
2016-09-01,10731.234968435065
2016-09-02,10888.910322242691
2016-09-05,10938.860559597157
2016-09-06,10896.337947274284
2016-09-07,10969.082681741002
2016-09-08,11021.831116547613
2016-09-09,10927.104201071113
2016-09-12,10783.391069897003
2016-09-13,10693.156746398072
2016-09-14,10698.688855021242
2016-09-15,10710.676400737977
2016-09-16,10620.043482437553
2016-09-19,10731.798420705893
2016-09-20,10699.370859524486
2016-09-21,10697.082832519047
2016-09-22,10901.499520819048
2016-09-23,10800.605689571172
2016-09-26,10750.731967302012
2016-09-27,10759.04341024171
2016-09-28,10762.381186273107
2016-09-29,10821.24528893255
2016-09-30,10848.95055458449
2016-10-03,10821.299118583098
2016-01-08,10688.716394212874
2016-01-11,10659.205944366653
2016-01-12,10750.869959836811
2016-01-13,10780.475715120758
2016-01-14,10614.902368863046
2016-01-15,10315.437020914262
2016-01-18,10179.398354920755
2016-01-19,10283.699794896744
2016-01-20,10052.959393292847
2016-01-21,10255.891140020352
2016-01-22,10541.336097762543
2016-01-25,10397.530893035006
2016-01-26,10557.923360759609
2016-01-27,10574.297966829634
2016-01-28,10467.72267846211
2016-01-29,10770.107069986314
2016-02-01,10712.207700372488
2016-02-02,10476.102152850377
2016-02-03,10208.157329811087
2016-02-04,10401.555572128558
2016-02-05,10402.60295566895
2016-02-08,9968.181748761835
2016-02-09,9651.649716792566
2016-02-10,9923.781315283784
2016-02-11,9520.514266147798
2016-02-12,9720.40438962876
2016-02-15,9961.48963449367
2016-02-16,9935.586671159248
2016-02-17,10182.532350736363
2016-02-18,10099.972906712124
2016-02-19,10010.016689101687
2016-02-22,10257.064551682273
2016-02-23,10206.778495448818
2016-02-24,9982.463959252056
2016-02-25,10121.364955301482
2016-02-26,10331.35510648572
2016-02-29,10391.778775399025
2016-03-01,10554.962615072905
2016-03-02,10788.54262548598
2016-03-03,10798.300572302303
2016-03-04,10837.472128650514
2016-03-07,10748.766512102455
2016-03-08,10661.862985703492
2016-03-09,10695.690347649213
2016-03-10,10717.122931181475
2016-03-11,11082.516465155655
2016-03-14,11179.356628964648
2016-03-15,11071.700707020778
2016-03-16,11104.0244867601
2016-03-17,11104.894786145263
2016-03-18,11207.940043135377
2016-03-21,11179.849338866854
2016-03-22,11159.756379940003
2016-03-23,11100.06730583524
2016-03-24,10979.998571987711
2016-03-29,10966.335360294746
2016-03-30,10960.017751855345
2016-03-31,10800.733745192165
2016-04-01,10710.19444192451
2016-04-04,10695.561808975537
2016-04-05,10546.352783096563
2016-04-06,10538.3325644722
2016-04-07,10400.360264014253
2016-04-08,10558.551617366411
2016-04-11,10627.237615595726
2016-04-12,10699.238837904892
2016-04-13,11087.578695744001
2016-04-14,11109.483924061871
2016-04-15,11143.906360296805
2016-04-18,11186.121368214066
2016-04-19,11298.99807959416
2016-04-20,11535.190233922496
2016-04-21,11606.411562050505
2016-04-22,11690.636353011421
2016-04-25,11574.564832594508
2016-04-26,11794.002355332537
2016-04-27,11748.0370033182
2016-04-28,11710.393682444897
2016-04-29,11509.920626421535
2016-05-02,11552.314384866659
2016-05-03,11262.248803103961
2016-05-04,11183.603395411996
2016-05-05,11234.011608847302
2016-05-06,11211.541096904471
2016-05-09,11194.528000633565
2016-05-10,11256.780299066892
2016-05-11,11121.155923215309
2016-05-12,11069.749210603377
2016-05-13,11163.755321493216
2016-05-16,11177.349019639529
2016-05-17,11207.295766963463
2016-05-18,11252.986718487722
2016-05-19,11224.965315566893
2016-05-20,11330.420836186502
2016-05-23,11304.408343700241
2016-05-24,11567.288846583046
2016-05-25,11754.604104728134
2016-05-26,11756.450440442346
2016-05-27,11812.981667736869
2016-05-30,11853.513057273207
2016-05-31,11741.404351961255
2016-06-01,11641.98218319981
2016-06-02,11679.200089367941
2016-06-03,11498.828686916002
2016-06-06,11520.093770259718
2016-06-07,11561.095776541282
2016-06-08,11449.45723458528
2016-06-09,11345.87174426925
2016-06-10,10948.226098388279
2016-06-13,10723.985411085352
2016-06-14,10551.878361739315
2016-06-15,10641.54249408413
2016-06-16,10489.208931462055
2016-06-17,10784.127616055765
2016-06-20,11085.131649271294
2016-06-21,11096.878957187526
2016-06-22,11182.171670443364
2016-06-23,11370.840477283478
2016-06-24,10227.0157689192
2016-06-27,9994.96519768829
2016-06-28,10263.848652552144
2016-06-29,10540.547818985327
2016-06-30,10572.845873664695
2016-07-01,10729.162333958131
2016-07-04,10634.925163863672
2016-07-05,10351.2379865538
2016-07-06,10197.465474260971
2016-07-07,10301.892659642785
2016-07-08,10610.126271677038
2016-07-11,10702.392829181317
2016-07-12,10931.30173788725
2016-07-13,10941.676026239364
2016-07-14,11069.943571941127
2016-07-15,11029.579341550729
2016-07-18,11059.903032882083
2016-07-19,11061.896519004526
2016-07-20,11210.076582831822
2016-07-21,11184.358062545582
2016-07-22,11141.045669092511
2016-07-25,11146.46894231216
2016-07-26,11136.724245385434
2016-07-27,11318.595150498135
2016-07-28,11210.749992293086
2016-07-29,11521.435773158775
2016-08-01,11397.965373400417
2016-08-02,11133.205518965273
2016-08-03,11075.234045339457
2016-08-04,11223.146528037452
2016-08-05,11365.979961406954
2016-08-08,11409.198596111508
2016-08-09,11555.85429138675
2016-08-10,11541.697262678124
2016-08-11,11571.745084631559
2016-08-12,11557.334476734972
2016-08-15,11547.739692625384
2016-08-16,11449.609859860666
2016-08-17,11312.86154946966
2016-08-18,11366.453867888504
2016-08-19,11281.402745395106
2016-08-22,11314.322965253617
2016-08-23,11438.573934868828
2016-08-24,11556.062660547457
2016-08-25,11485.74633160474
2016-08-26,11515.918419281707
2016-08-29,11504.04359118557
2016-08-30,11564.267649421075
2016-08-31,11632.549921872913
2016-09-01,11702.506034676624
2016-09-02,11805.069081973274
2016-09-05,11833.194519713239
2016-09-06,11756.200476177464
2016-09-07,11843.170461319145
2016-09-08,11995.177808445836
2016-09-09,11932.19810304801
2016-09-12,11750.870232222775
2016-09-13,11610.592224367809
2016-09-14,11588.79082714013
2016-09-15,11611.583298642636
2016-09-16,11509.997601362533
2016-09-19,11602.928804134075
2016-09-20,11562.620133231982
2016-09-21,11673.738483150339
2016-09-22,11813.688074321006
2016-09-23,11643.788960982762
2016-09-26,11501.785782075927
2016-09-27,11467.237861501906
2016-09-28,11487.267927111638
2016-09-29,11556.178882423163
2016-09-30,11632.386884915346
2016-10-03,11604.142804944076
2016-10-04,11667.739296687545
2016-10-05,11694.63146696276
2016-10-06,11662.23350987269
2016-10-07,11571.743833757657
2016-10-10,11596.627614354771
2016-10-11,11615.937387765256
2016-10-12,11665.86605836657
2016-10-13,11598.67357968488
2016-10-14,11760.975385934738
2016-10-17,11705.990278780315
2016-10-18,11909.186865912023
2016-10-19,12028.857522090495
2016-10-20,12211.708632080612
2016-10-21,12222.15072449756
2016-10-24,12428.193318903901
2016-10-25,12341.041640872507
2016-10-26,12307.087494703277
2016-10-27,12368.700079866096
2016-10-28,12367.18547494144
2016-10-31,12339.787756037877
2016-11-01,12228.4512181094
2016-11-02,11982.743325306054
2016-11-03,12020.382241502537
2016-11-04,11929.827554717103
2016-11-07,12075.998149820201
2016-11-08,12166.572682426518
2016-11-09,12222.904806965716
2016-11-10,11990.644877263832
2016-11-11,11901.108944413361
2016-11-14,11902.744084230912
2016-11-15,11992.343509954891
2016-11-16,11935.149852444878
2016-11-17,12072.98709343256
2016-11-18,12017.429250789046
2016-11-21,12013.068031231
2016-11-22,12023.576743900492
2016-11-23,12030.427900993327
2016-11-24,12038.363135150856
2016-11-25,12070.849880641146
2016-11-28,12037.470697992147
2016-11-29,12110.362452947205
2016-11-30,12174.92588033524
2016-12-01,12147.516862968594
2016-12-02,12060.003099961084
2016-12-05,12162.610037814517
2016-12-06,12386.682232613119
2016-12-07,12462.632669038314
2016-12-08,12681.10230762514
2016-12-09,12797.958921046795
2016-12-12,12798.248698339585
2016-12-13,12948.584628300112
2016-12-14,12794.684561764767
2016-12-15,12966.231170649588
2016-12-16,12994.697425364935
2016-12-19,12915.607650406751
2016-12-20,12959.414166581051
2016-12-21,12922.76997818537
2016-12-22,12854.738624197826
2016-12-23,12939.937933028887
2016-12-27,12943.359358292317
2016-12-28,12883.261934903465
2016-12-29,12861.086718529663
2016-12-30,12884.669721893655
2017-01-02,12972.857902654087
2017-01-03,13097.63923607274
2016-04-11,13207.723152659424
2016-04-12,13230.313127037676
2016-04-13,13555.42024775742
2016-04-14,13612.804304815574
2016-04-15,13591.639994263254
2016-04-18,13590.191475340387
2016-04-19,13718.798279794577
2016-04-20,13927.866382991624
2016-04-21,13985.940320494623
2016-04-22,14048.378861288054
2016-04-25,13951.05261957766
2016-04-26,14102.772606198792
2016-04-27,14082.808715802059
2016-04-28,14112.547187766007
2016-04-29,13887.260167311426
2016-05-02,13921.867501341636
2016-05-03,13631.272883063039
2016-05-04,13535.832078495487
2016-05-05,13612.248770064274
2016-05-06,13572.229172048072
2016-05-09,13627.523042303214
2016-05-10,13703.752865262884
2016-05-11,13515.95346662825
2016-05-12,13460.838088132137
2016-05-13,13455.48580757308
2016-05-16,13491.690061890205
2016-05-17,13471.648319616586
2016-05-18,13541.419514001751
2016-05-19,13497.69776011534
2016-05-20,13652.768539121382
2016-05-23,13663.270543690754
2016-05-24,13905.532280190184
2016-05-25,14055.292307644715
2016-05-26,14071.50392691803
2016-05-27,14113.997565263384
2016-05-30,14142.01549726234
2016-05-31,14061.168293971792
2016-06-01,13936.381552325733
2016-06-02,13971.156586149908
2016-06-03,13819.612674218764
2016-06-06,13857.791076703728
2016-06-07,13992.481136291384
2016-06-08,13880.968920699106
2016-06-09,13788.915713194281
2016-06-10,13331.268956665135
2016-06-13,13110.348072330688
2016-06-14,12870.32461633784
2016-06-15,12903.60098543557
2016-06-16,12733.967061348121
2016-06-17,13050.425174238564
2016-06-20,13418.566794847113
2016-06-21,13396.256828095005
2016-06-22,13461.461997571821
2016-06-23,13655.915422328077
2016-06-24,12475.445812388467
2016-06-27,12253.961991484106
2016-06-28,12614.924291904768
2016-06-29,12962.202895086506
2016-06-30,13063.131597943493
2016-07-01,13227.850535799429
2016-07-04,13135.238361662668
2016-07-05,12895.880388254523
2016-07-06,12732.844733988835
2016-07-07,12913.541476881763
2016-07-08,13219.21515302219
2016-07-11,13344.745900978705
2016-07-12,13510.255755845146
2016-07-13,13518.885022257227
2016-07-14,13614.145233217194
2016-07-15,13536.681947911075
2016-07-18,13594.395217636054
2016-07-19,13604.740643495546
2016-07-20,13813.658322047993
2016-07-21,13803.183251997445
2016-07-22,13801.182313717763
2016-07-25,13861.632793921353
2016-07-26,13872.645437982786
2016-07-27,14017.999936839711
2016-07-28,13852.365691720164
2016-07-29,14169.435699265243
2016-08-01,14145.308792454432
2016-08-02,13887.613262323202
2016-08-03,13848.744300471899
2016-08-04,14012.167992236506
2016-08-05,14179.875734766736
2016-08-08,14227.585287980008
2016-08-09,14399.635447544048
2016-08-10,14378.294111813668
2016-08-11,14461.207891802933
2016-08-12,14433.051210856256
2016-08-15,14450.91175921476
2016-08-16,14280.235053479153
2016-08-17,14146.239389607565
2016-08-18,14206.969376409264
2016-08-19,14087.254126636759
2016-08-22,14116.072931280358
2016-08-23,14235.40937611153
2016-08-24,14321.421825581852
2016-08-25,14224.416850588777
2016-08-26,14266.689663777912
2016-08-29,14220.041666518415
2016-08-30,14305.73251189507
2016-08-31,14342.541613187486
2016-09-01,14428.702747983274
2016-09-02,14609.869504225411
2016-09-05,14644.669191785746
2016-09-06,14571.118195843916
2016-09-07,14690.68842177908
2016-09-08,14823.86670587218
2016-09-09,14746.475744664896
2016-09-12,14544.215078139132
2016-09-13,14419.88924116668
2016-09-14,14425.752740874985
2016-09-15,14513.75012707809
2016-09-16,14387.215769681154
2016-09-19,14485.274019656146
2016-09-20,14450.924149898763
2016-09-21,14480.811794111472
2016-09-22,14630.813373214189
2016-09-23,14473.178123257576
2016-09-26,14330.679906919093
2016-09-27,14307.784758182832
2016-09-28,14354.185474772676
2016-09-29,14431.508721573844
2016-09-30,14483.561019385925
2016-10-03,14466.06459688193
2016-10-04,14559.01373995316
2016-10-05,14553.618679259274
2016-10-06,14503.19909946347
2016-10-07,14382.669165719186
2016-10-10,14433.885769737028
2016-10-11,14392.782362712702
2016-10-12,14388.621416044838
2016-10-13,14305.699792666272
2016-10-14,14528.8531631659
2016-10-17,14509.49168801834
2016-10-18,14692.471071125925
2016-10-19,14801.344253147525
2016-10-20,14963.618342180167
2016-10-21,14957.779153473757
2016-10-24,15139.907982680592
2016-10-25,14996.23292420473
2016-10-26,14978.034370022862
2016-10-27,15013.845277807033
2016-10-28,15051.496507547015
2016-10-31,15021.238782129565
2016-11-01,14939.37824425648
2016-11-02,14689.833010099637
2016-11-03,14663.268018068047
2016-11-04,14554.7121192962
2016-11-07,14727.534910687791
2016-11-08,14776.265999112287
2016-11-09,14935.795519241037
2016-11-10,14627.01444300232
2016-11-11,14520.056933502921
2016-11-14,14473.953848569749
2016-11-15,14520.546021278999
2016-11-16,14523.919622242007
2016-11-17,14675.996166874518
2016-11-18,14604.576629927276
2016-11-21,14593.185378729251
2016-11-22,14625.901591370928
2016-11-23,14630.845297218259
2016-11-24,14637.878963321971
2016-11-25,14729.147015598526
2016-11-28,14732.219270461104
2016-11-29,14761.155034406172
