Ticker,Peso
ACS.MC,0.0
AENA.MC,0.0
AMS.MC,0.09411617433203819
BBVA.MC,0.09300399784274942
BKT.MC,0.0
CABK.MC,0.0
CLNX.MC,0.0
COL.MC,0.0
ENG.MC,0.0
FER.MC,0.0
GRF.MC,0.0
IAG.MC,0.0
IBE.MC,0.19613454224335022
ITX.MC,0.21067865367170677
LOG.MC,0.0
MAP.MC,0.08318196257658855
MEL.MC,0.0
NTGY.MC,0.0
SAB.MC,0.23093022010652256
SAN.MC,0.09195444922704413
TEF.MC,0.0
