Ticker,Peso,Inversión
ITX.MC,0.12202351716629901,1098.2116544966912
BKT.MC,0.11428340561712792,1028.5506505541514
FER.MC,0.11427332509458413,1028.4599258512571
LOG.MC,0.11163398051926825,1004.7058246734142
TEF.MC,0.10616014040818923,955.4412636737031
ACS.MC,0.10148489996110042,913.3640996499038
BBVA.MC,0.09934369365175871,894.0932428658284
AMS.MC,0.0937194778208343,843.4753003875087
MAP.MC,0.08312707678910697,748.1436911019628
SAB.MC,0.053950482971731,485.55434674557904
