0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.0,0.06985001845375201,0.1379609087987897,0.0,0.0,0.0,0.055185752221598175,0.08178122323336365,0.15886942363965878,0.06091785568006419,0.1468527394939029,0.0,0.0,0.1627684447695977,0.06111762901058143,0.06469600469869144,0.0,0.0,0.0,0.0,0.0
0.07398147773127638,0.13714079486008784,0.08250162484073044,0.0,0.1312283611281626,0.0,0.06672901416768942,0.0,0.09904280550845337,0.0,0.0,0.0,0.11341612847479268,0.0794752063640446,0.10221901066843551,0.0,0.0,0.11426557625632698,0.0,0.0,0.0
0.0,0.06599707256795465,0.1218194993414688,0.10852281538164868,0.13739443420320965,0.0,0.0,0.1359614285247077,0.0,0.0,0.0,0.0,0.06190373954450794,0.0,0.1287572995601892,0.13544610552123873,0.0,0.0,0.058581698115699646,0.04561590723937496,0.0
0.0,0.10924250072026045,0.09763824760337259,0.0,0.11349009387983808,0.07948309985950604,0.0,0.0,0.0,0.0,0.07619691533595584,0.0,0.11243686913143197,0.0,0.10834562937397291,0.11348438362341898,0.10572806708655494,0.08395419338568827,0.0,0.0,0.0
0.0,0.09375665311165778,0.1170566330258236,0.08197836959805507,0.0,0.12337861668007181,0.0928553886591254,0.11654088569870988,0.0,0.0,0.10172218385820167,0.09736906613847446,0.09307056307774868,0.0,0.0,0.08227164015213179,0.0,0.0,0.0,0.0,0.0
0.0,0.04933623333703833,0.11252117529778453,0.1069746712506236,0.0,0.14785062815008732,0.07382418466502723,0.12269642148223148,0.0,0.0,0.14922640374153837,0.0,0.07385349382703027,0.0,0.11101541143596985,0.0,0.0,0.0,0.0,0.05270137681266912,0.0
0.0,0.11079039931939595,0.09657640823313006,0.0,0.11077900941171677,0.0,0.1105113258927911,0.09340126723484514,0.0,0.0,0.09039109439937827,0.11452630357605233,0.0880164437315812,0.0,0.11194623615611822,0.0,0.0,0.07306151204499074,0.0,0.0,0.0
0.11287643919137184,0.1244708670470722,0.11108213251807865,0.0,0.06892939665258321,0.0,0.07746589555391781,0.11280909110404229,0.0,0.0,0.09135258683713612,0.1001492384796463,0.0,0.0,0.0,0.0,0.10782875600371501,0.09303559661243646,0.0,0.0,0.0
0.0,0.0,0.13192327262003029,0.0,0.08655410878457617,0.0,0.12268018851134642,0.13667465914997484,0.09143701770727512,0.08477696874766957,0.10311710631535856,0.07892278212180383,0.08444413166931282,0.07946976437265234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07042970794004491,0.056992589772347155,0.10433083434536997,0.0,0.0,0.10775225051888301,0.13069831619823133,0.0,0.0,0.12890212176095475,0.0,0.10229100662539556,0.0,0.0,0.07291399006094064,0.10209230041461352,0.0,0.1235968823632192,0.0,0.0,0.0
0.0,0.0,0.17138001888368287,0.0,0.07874840428009935,0.0,0.10402453375942004,0.0,0.06477316183646513,0.0863415049083792,0.0,0.09036071683992032,0.06128843299629795,0.07216409264126404,0.14037895235248501,0.0,0.0,0.1305401815019862,0.0,0.0,0.0
0.08056793639839742,0.0,0.0,0.0,0.0,0.0,0.09395234689604348,0.0,0.12572579374528817,0.10668315762236985,0.13348248936014045,0.0,0.1280283635559563,0.0,0.06527559141133464,0.0687913321772503,0.0,0.13218826931094443,0.0,0.0,0.0653047195222749
0.0,0.0,0.0,0.0877162577323831,0.0,0.0,0.13027666306077068,0.11530218853335683,0.0,0.11105105093747222,0.11365837745143496,0.0,0.097029990850256,0.1112017784133524,0.0,0.0,0.0,0.0997480444720077,0.0,0.07461797429660451,0.059397674252361546
0.09053537229665173,0.0,0.0,0.0,0.0,0.0,0.11671180562657653,0.11104596142272535,0.0,0.0949015191839802,0.11764943869820932,0.0,0.08839166613398637,0.0,0.11420324772202922,0.07493800379270185,0.0,0.11802448319864846,0.0,0.07359850192449092,0.0
0.0,0.10198677678047495,0.10227719961217253,0.07910685778765814,0.0,0.0,0.12864820131729274,0.10142247520536365,0.0,0.12187172873545905,0.1083700894132567,0.0,0.11169810818980251,0.06171890097923521,0.0,0.0,0.0,0.08289966197928457,0.0,0.0,0.0
0.0,0.1131328840432952,0.0,0.0749067758358435,0.052906231873021146,0.0870478080977881,0.11853509747757843,0.07130063275376089,0.0,0.1306637369580305,0.11571367475245999,0.0,0.0,0.13798407006491015,0.0978090881433122,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.08461632790283871,0.08779748370474565,0.0,0.0,0.09413440961576426,0.15883691725058896,0.06599327816180403,0.10234622466110382,0.1096475415520233,0.11853789791270851,0.0,0.08850503972182189,0.0,0.0895848795166008,0.0,0.0,0.0,0.0,0.0,0.0
0.11057312441928027,0.0,0.0,0.0,0.0,0.0,0.08140765847225309,0.0,0.13136355244391623,0.09045312689861441,0.06059350871950705,0.0,0.12864423410032325,0.13057855485363587,0.1308516683839346,0.0,0.0,0.045118068854966255,0.0,0.09041650285356902,0.0
0.05575660911850176,0.0,0.0,0.10603837644959463,0.11427427910944903,0.07360305782119979,0.15856894932517765,0.0,0.0,0.11952650512822957,0.0,0.0,0.13972119018696422,0.07208515623505084,0.0,0.0,0.0671760203044613,0.0,0.0,0.09324985632137121,0.0
0.0,0.12978043298335812,0.0,0.052350851270355644,0.14958163512360448,0.0858561408714838,0.1508318774826357,0.0,0.09301002778125363,0.0,0.0,0.0,0.07538434371440511,0.0,0.12472565669152848,0.07538688668838098,0.06309214739299396,0.0,0.0,0.0,0.0
0.09850940512340105,0.0,0.0,0.10990479606915893,0.07002351035895481,0.0,0.10001412090954753,0.0,0.0,0.0,0.0,0.0,0.0,0.10796458561421364,0.09899822044817319,0.0,0.07881771172457672,0.1122725124256431,0.11211966071098846,0.11137547661534267,0.0
0.0,0.09214989220107178,0.0,0.11955874102034722,0.0870732364807804,0.0,0.08196567593115052,0.0,0.0,0.0,0.0,0.0,0.05411017707035328,0.0,0.1487876742826215,0.10768368863636207,0.0,0.10700647386108005,0.1108173540315119,0.09084708648472126,0.0
0.0,0.058873460722726395,0.0,0.0,0.05499064360646493,0.0,0.13101805431591765,0.0,0.12316742337476261,0.0,0.0,0.0,0.0,0.0,0.1130469714038596,0.1230138594423731,0.14135613847369705,0.12768985111952816,0.08122116792620458,0.0,0.04562242961446593
0.0,0.0,0.0,0.06920973036793641,0.12932536598242872,0.0,0.07566709171908303,0.08208934390507991,0.08781701349961075,0.12500172288852093,0.0,0.0,0.0,0.08674105466679757,0.0,0.0,0.0,0.13163361512395605,0.0814915337342181,0.0,0.13102352811236848
0.0,0.08464252061746944,0.0,0.0,0.11436643258759412,0.09059769428009902,0.0,0.0,0.17445274817250914,0.1125131474640785,0.0,0.0,0.07491041149170326,0.0,0.09596725576460331,0.07420825015741664,0.0,0.10397866218852174,0.0,0.0,0.07436287727600499
0.0,0.0,0.13788641426669457,0.0,0.05833450402204078,0.12265759677846941,0.0,0.0,0.09870590615482852,0.0,0.0,0.0,0.09042180311535192,0.0,0.11299809744922712,0.13428919280811846,0.08065915727898536,0.0,0.09046414426426626,0.0,0.07358318386201758
0.1057297354141515,0.0,0.0,0.07936258735548875,0.1097970339082619,0.13021324825037905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09685871305455887,0.09803133844091211,0.0,0.0925222553418363,0.12203055540888257,0.08367237377673643,0.08178215904879253
0.12326268653609215,0.0,0.0,0.05793127866364028,0.0,0.09726219072315075,0.0,0.0,0.0,0.10449455937837523,0.0,0.0,0.08645062646631009,0.08912018092437,0.12312452112978704,0.09560164414938295,0.0,0.09947698028914745,0.12327533173974416,0.0,0.0
0.09048557548540063,0.0,0.07470727411982839,0.1240686810477974,0.0,0.0942189538012823,0.0,0.0,0.11660985488314468,0.0,0.0,0.0,0.07925657459180376,0.11100144341476885,0.11739542595246047,0.11879353398494531,0.0,0.0,0.0734626827185682,0.0,0.0
0.1253449396445399,0.0,0.0,0.10278503102677589,0.09760015803400615,0.0,0.0,0.0,0.08947193266696948,0.0,0.0,0.0,0.0,0.12488565744192197,0.09463542210726032,0.09810512318073586,0.0,0.0,0.09743665431537743,0.08122062651124537,0.0885144550711676
