Ticker,Peso
ACS.MC,0.0
AENA.MC,0.0
AMS.MC,0.0
BBVA.MC,0.0
BKT.MC,0.0
CABK.MC,0.23998199551602267
CLNX.MC,0.0
COL.MC,0.08363332177159212
ENG.MC,0.12902842908454346
FER.MC,0.18484250386847725
GRF.MC,0.0
IAG.MC,0.15951095250387537
IBE.MC,0.0
ITX.MC,0.0
LOG.MC,0.0
MAP.MC,0.0
MEL.MC,0.0
NTGY.MC,0.11992653274444776
SAB.MC,0.0
SAN.MC,0.08307626451104128
TEF.MC,0.0
